title;name;Commentaire (Contenu);Commentaires (Professeur);Contenu;Pédagogie;points
Fondements de la finance;Patrice Poncet;Comme tout le monde le sait, cours qui demande bcp de taf notamment du à la différence entre les cours théoriques et les applications pratiques (Examens blancs et exercices). Faut taffer régulièrement et s'accrocher un peu pour le valider en une fois!;Prof passionné, un dinosaure du milieu, qui part souvent dans des tripes et des monologues complexes. Sa joie est assez communicative. Il essaie de connaître ses élèves. ;5;8;
Management de l'IT à l'ère numérique;Nicolas Silberman;Cours général sur les fondements des systèmes d'info. Cas pratiques, intervenants, ;Professeur peu interessant, tres à cheval sur les horaires, notation douteuse;8;3;25
Droit des médias;Cosima Ouhioun;Chaque cours explore un secteur particulier (musique, cinéma, sites web, presse etc.), avec un exposé à faire sur un sujet donné. L'approche est relativement superficielle, surtout par rapport à ce qui est demandé au quiz final, mais les problématiques abordées sont intéressantes.;Professeur sympathique mais fait surtout lire ses slides. L'intervenant occasionnel est épouvantablement ennuyeux (heureusement qu'il n'est là que pour deux cours).;6;5;
Info comptables et financières;Chrystelle Richard;C'est un Fonda donc très général mais qui peut être très intéressant si le prof est bon;Très bonne prof, elle prend le temps d'expliquer et de faire des exercices d'application en cours. Très organisée et très attachante;6;9;40
Portfolio & Investment;Sofia Ramos;Le poly est bien. Hormis ça, ne vaut pas le déplacement un mercredi matin. Les concepts sont vus en fondas de finance et on ne va pas au delà.;Premier cours pour Madame Ramos, très laborieux et pas fluide du tout. Je ne recommande pas.;5;2;8
Principles of Finance;Jocelyn Martel;Bosser les annales et le poly d'exo. Uniquementreprise;Absences non comptées.;10;10;
Atelier de négociation;Imen Benharda;Chaque séance consiste en 1 cas + 1 debrief/cours. Les sujets sont variés et sont parfois vraiment drôles.;La prof est vraiment sympathique (mais essayez de ne pas arriver en retard). La validation est acquise.;9;9;30
Finl Accounting & Reporting;Luc Paugam;Pourri;Pas mal, il montre que parfois ce cours se lie avec des problématiques réelles et utiles en compta d'entreprise;3;5;42
Management Control;Gulcum Alici;A little bit boring. The discussion on the class is not very active. ;Not enthusiastic enough to catch students' attention. She would be better because this was her first year in teaching GE students.;7;7;
Digital Marketing Strategy;Alexis de La Tour Du Pin;Cours fourni mais qui apporte beaucoup d'infos communes au cours de E-Business de Peter O'Connor. Pas de travail perso avant l'avant-dernière séance, où il faut bosser sur un cas (à 7 personnes...) à présenter lors du dernier cours. Le cas porte sur une véritable entreprise, le dirigeant de la start up vient assister aux présentations en dernière séance.;Très posé et sympa. Travaille chez Google, a des anecdotes intéressantes à raconter et parle un très bon anglais.;8;9;
Marketing Management (in English);Albert Bemmaor;Vide et chiant;Gentil papinou qui laisse tout le monde aller sur internet pendant qu'il parle tout seul.;1;1;
Organization Theory & Behaviour;Karoline Strauss;Fonda… Vraiment pas passionnant --> cours orienté sur le leadership en entreprise, sur le rôle de la culture sur le comportement en entreprise, de la motivation… Vraiment pas indispensable beaucoup de chose évidentes. ;Prof très impliquée+++ Elle veut créer un dialogue pendant le cours avec les étudiants notamment à travers des mini-cas, des vidéos, des jeux de rôle, des mises en situation…  / Cours à préparer avant chaque cours (15-20 pages à lire avant chaque cours), la prof ne reprend que les notions essentielles en cours. Un cas une semaine sur deux à faire par groupe de 4-5 et un partiel final d'une heure ;3;9;
Strategic Cost Management;Stefan Linder;Un cours extrêmement intéressant et qui reprend vraiment tous les concepts de la gestion des coûts (y compris tout ce que vous n'avez pas compris en PI / pre-MSc). Beaucoup de travail quand même mais le prof note très très très large (1/3 de la classe a plus de 16) - 1 cas à faire par semaine. Exam final assez long mais faisable, en open-book;Probablement un des meilleurs profs de l'ESSEC : petit déjeuner offert pour le 5ème cours, attends que la classe soit presque au complet pour commencer (si ce n'est pas le cas, tout le monde va prendre un café) et ne mangera pas sur la pause ou la fin du cours, chocolat à volonté pour l'exam final. En plus de ça, le prof est toujours prêt à répondre aux questions et aider;10;10;35
Principles of Finance;Jocelyn Martel;;excellent professeur ;8;10;41
Principles of Finance;Jocelyn Martel;Excellent cours, tres interessant pour connaitre les bases de la finance. Enfin un cours a l'essec dont on voit l'utilite pour notre vie professionnelle. ;Super prof, explique bien, sympa, a de l'humour. Un peu stricte mais il faut bien qu'il maintienne l'ordre dans un amphi de 50 personnes. Je detestais la finance depuis la PI, il a reussi a me faire adorer cette matiere. ;8;10;50
Organization Theory & Behaviour;Karoline Strauss;Le cours est chiant à mourir... mais bon, c'est un fonda. / Il vaut mieux aller en entreprise et tester la réalité des choses que d'étudier les concepts.;Nouvelle prof arrivée cette année a priori. Donc très à cheval sur les règles. / Donne du boulot tous les deux semaines (cas à rendre) et un partiel final d'une heure sur les notions théoriques du cours à adapter sur un cas. / Bien loin de ce que j'avais pu entendre sur d'autres cours d'OB. / Point positif : elle favorise l'interaction entre les étudiants et a un cours vivant (vidéos sympa pour illustrer, cas concrets etc);2;6;
Excel avancé pour managers;Eric Plantier;Cours genial qui fournit les competences de base pour se debrouiller sur Excel.;Prof genial, qui connait parfaitement son sujet, et qui sait expliquer de maniere precise. ;8;8;
Managing IT in the Digital Age;Julien Malaurent;Cours plus intéressant que ce à quoi je m'attendais. Il s'agit beaucoup plus d'un cours de culture générale (orienté un peu nouvelles technologies/big data).;Très bon professeur et très gentil, fait tout son possible pour rendre le cours dynamique.  / C'est un cours vraiment reposant, surtout pour le créneau du soir. / Ne demande pas beaucoup de travail personnel. / En revanche, j'ai trouvé la notation un peu stricte. / Système d'évaluation: participation, exposé en groupe et quiz final.;8;8;
Options;Samy Bellady;concepts are good. Content was too difficult for students with limited mathematic basis. The testify process is necessary but during the class, we need more intuitive explain for those mathematic proof. Make clear about the goals. ;If the class is exercise and mathematic proof oriented, we do need some exercise and sample questions as guidance for the final exam. Rules in class were fine, but without any instructions and exercise on final exam, I think there should be at least a make-up exam.;6;3;
Monnaie et banque;André Fourçans;Un cours qui pourrait être extrêmement intéressant, on ne fait pas assez de macro. Mais le prof rend les choses ardues et l'assistanat est vital pour survivre au quizz intermédiaire comme au quizz final. Questions sur les théories et les articles à lire, notation sévère.;Part en divagations, ne répond pas vraiment aux questions qu'on lui pose. Et n'a pas du rebosser son cours depuis 10 ans.;7;5;
Sustainability Performance;Charles Cho;Bonne sensibilisation aux techniques d'investissement dans le développement durable en entreprise. Cours à la méthode Harvard, c'est à dire des grosses lectures pour chaque cours puis une discussion en classe avec la présentation d'un élève. Validation avec du travail (exposé+participation+dossier final à rendre). Le cours peut être assez long par moment et scolaire. ;Les professeurs sont sympa. ;4;6;30
Langage C;Thanh-Tê Hua;Super introduction au langage C, j'ai adoré. Le cours demande un certain investissement pour pas être largué au bout de quelques séances, mais rien d'insurmontable.;Hahaha, il est un peu énorme avec son antenne télé cassée en guise de bâton et son petit accent viêt. Il comprend pas toujours les questions du premier coup mais il est hyper détente et disposé à aider si besoin. Mériterait néanmoins de faire un petit effort sur les guidelines pas toujours très claires : il faut parfois prendre des initiatives.;9;7;21
Stratégie et management;Olivier Fourcadet;Cours moyen, exemples peu à jour, beaucoup d'évidences, n'apprend pas grand chose mais a le mérite de faire comprendre les enjeux d'une bonne stratégie d'entreprise. 1 travail de groupe et 1 travail individuel à rendre, pas dur. ;Prof très gentil même si pas toujours intéressant, ne prend en théorie pas les absences mais cela lui arrive de faire l'appel et repère très facilement ceux qui ne viennent jamais (est moins conciliant avec eux pour les travaux de groupe). ;5;6;27
Managing IT in the Digital Age;Julien Malaurent;Contenu à la pointe de l'actualité, expliqué clairement sans blabla. Pas chiant, bien formulé. Des séances qui finissent souvent assez tôt. Le projet final est super facile et prévu deux mois à l'avance. Il ne note pas la présence. Plein de vidéos intéressantes.;Enseignant passionné et pas chiant pour deux sous. Il sait que le cours est peu aimé et fais de son mieux pour que tout le monde ne s'ennuie pas. Une excellente surprise;8;8;21
Advanced Excel for Managers;Christophe Harrer;This course is incredibly useful for the future. Christoph Harrer demonstrates tricks and functions which ease substantially one's work in real life.;Christoph Harrer is one of the best professors I've had at ESSEC. He's very easy-going, helpful, has only good intentions towards students. His lectures are also very much up-to-date - he tries to give students relevant skills they can really use in practice. And he also has a super cool sense of humour.;8;10;
Fondements de la finance;Patrice Poncet;Cours très théorique. Mieux vaut le prendre avec un autre prof.;;1;2;41
